Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
"QC","Crops","170","Peru","5312","Area harvested","1804","Citrus Fruit,Total","2012","67170.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1804","Citrus Fruit,Total","2013","69279.44","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2003","686646.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2004","639578.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2005","670680.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2006","667558.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2007","674818.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2008","697018.50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2009","725887.50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2010","705786.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2011","682120.80","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2012","713735.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1814","Coarse Grain, Total","2013","727949.95","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2003","1138721.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2004","1048887.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2005","1161342.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2006","1154279.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2007","1156981.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2008","1226329.50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2009","1288563.50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2010","1248730.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2011","1187216.80","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2012","1259577.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1817","Cereals (Rice Milled Eqv)","2013","1277247.23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2003","83589.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2004","106448.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2005","111166.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2006","112060.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2007","111564.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2008","93894.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2009","69346.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2010","56041.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2011","88282.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2012","97834.00","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5312","Area harvested","1841","Oilcakes Equivalent","2013","88230.74","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2003","13779.08","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2004","13872.49","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2005","13440.38","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2006","13359.57","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2007","12562.07","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2008","13839.28","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2009","14314.95","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2010","14223.94","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2011","14719.14","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2012","14887.46","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","15","Wheat","2013","14976.31","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2003","67942.15","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2004","64401.47","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2005","68971.06","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2006","68732.09","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2007","66816.93","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2008","73089.11","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2009","73926.19","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2010","72849.82","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2011","72980.27","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2012","77263.45","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","27","Rice, paddy","2013","77111.69","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2003","12822.49","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2004","12379.23","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2005","12811.18","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2006","12782.55","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2007","12405.74","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2008","12657.97","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2009","13606.06","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2010","14038.05","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2011","13590.12","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2012","14184.47","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","44","Barley","2013","14568.10","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2003","27782.13","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2004","26734.43","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2005","26289.49","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2006","27128.65","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2007","28371.32","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2008","29672.93","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2009","30289.55","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2010","30998.98","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2011","31866.02","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2012","33204.14","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","56","Maize","2013","32686.25","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2003","10114.94","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2004","9200.00","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2005","9555.56","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2006","9812.50","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2007","9000.00","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2008","9290.78","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2009","8757.40","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2010","9920.00","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2011","10697.67","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2012","9101.12","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","71","Rye","2013","10666.67","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2003","10784.23","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2004","10235.46","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2005","10683.08","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2006","10332.73","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2007","10000.00","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2008","10959.78","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2009","11151.14","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2010","10940.86","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2011","11153.05","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2012","12013.77","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","75","Oats","2013","11713.45","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2003","24647.89","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2004","28285.71","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2005","24838.71","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2006","53289.47","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2007","24090.91","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2008","32894.74","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2009","38250.00","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2010","29411.76","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2011","33571.43","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2012","35714.29","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","83","Sorghum","2013","38170.77","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2003","10620.98","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2004","9754.66","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2005","11382.37","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2006","10160.95","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2007","10474.97","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2008","9584.12","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2009","11578.50","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2010","11632.83","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2011","11608.74","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2012","11484.49","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","92","Quinoa","2013","11618.41","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2003","8363.64","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2004","8235.29","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2005","8255.81","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2006","8390.80","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2007","8333.33","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2008","8768.73","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2009","8351.65","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2010","8307.06","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2011","8333.33","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2012","9069.77","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","108","Cereals, nes","2013","10937.50","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2003","121854.16","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2004","121900.83","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2005","124583.86","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2006","124533.39","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2007","126342.48","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2008","129138.13","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2009","133352.54","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2010","131587.73","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2011","137378.73","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2012","143250.41","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","116","Potatoes","2013","144125.26","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2003","154585.24","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2004","157316.55","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2005","163494.68","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2006","176595.84","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2007","164704.05","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2008","156567.16","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2009","164140.95","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2010","167924.02","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2011","180909.75","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2012","183891.24","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","122","Sweet potatoes","2013","183359.67","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2003","108706.53","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2004","110717.30","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2005","108391.59","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2006","111287.11","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2007","111848.13","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2008","113362.61","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2009","116480.56","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2010","117649.61","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2011","118327.64","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2012","120992.29","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","125","Cassava","2013","121024.30","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2003","55737.90","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2004","53335.34","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2005","53199.75","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2006","57412.50","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2007","57365.74","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2008","53703.70","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2009","54833.33","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2010","54354.84","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2011","53846.15","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2012","57254.90","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","135","Yautia (cocoyam)","2013","60000.00","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2003","59528.91","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2004","55837.38","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2005","56924.91","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2006","57825.54","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2007","58194.98","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2008","56017.90","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2009","57467.25","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2010","58938.43","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2011","60965.68","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2012","63627.91","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","149","Roots and tubers, nes","2013","61503.42","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2003","1204832.73","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2004","1058118.16","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2005","1105481.16","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2006","1101228.61","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2007","1210946.40","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2008","1359231.41","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2009","1318806.74","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2010","1280147.69","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2011","1234552.20","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2012","1278118.73","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","156","Sugar cane","2013","1337170.43","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2003","10182.86","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2004","10168.01","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2005","10631.04","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2006","11252.58","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2007","10889.10","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2008","11163.60","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2009","11767.06","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2010","11420.73","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2011","11132.19","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2012","11321.74","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","176","Beans, dry","2013","11370.92","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2003","12133.11","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2004","11529.54","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2005","11771.48","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2006","12281.21","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2007","12430.07","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2008","12249.61","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2009","12736.68","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2010","12535.96","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2011","12431.21","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2012","13198.54","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","181","Broad beans, horse beans, dry","2013","13687.68","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2003","10743.48","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2004","10005.34","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2005","9933.10","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2006","10049.62","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2007","9763.61","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2008","9986.32","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2009","9951.25","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2010","10132.85","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2011","9929.90","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2012","10019.45","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","187","Peas, dry","2013","10195.02","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2003","13211.01","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2004","11168.49","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2005","12062.82","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2006","15161.20","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2007","12611.16","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2008","12052.17","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2009","11679.36","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2010","11514.32","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2011","11414.08","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2012","11651.41","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","191","Chick peas","2013","13179.49","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2003","11909.15","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2004","11361.61","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2005","11347.74","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2006","13855.59","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2007","13335.87","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2008","13063.08","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2009","13430.18","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2010","15131.07","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2011","14210.89","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2012","14444.66","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","195","Cow peas, dry","2013","12165.88","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2003","7848.84","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2004","7877.98","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2005","8455.49","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2006","8860.38","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2007","8579.49","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2008","9088.68","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2009","9149.90","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2010","9065.40","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2011","8330.39","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2012","9461.17","Fc","Calculated data"
"QC","Crops","170","Peru","5419","Yield","201","Lentils","2013","9627.90","Fc","Calculated data"
